Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code)
01/01/1988,01:00,1.7,A,7,-0.6,A,7,85,A,7,1019,A,7,100,A,7,3.1,A,7
01/01/1988,02:00,1.7,A,7,-1.1,A,7,82,A,7,1019,A,7,90,A,7,3.1,A,7
01/01/1988,03:00,1.1,A,7,-1.7,A,7,82,A,7,1018,A,7,100,A,7,3.1,A,7
01/01/1988,04:00,2.2,A,7,-2.2,A,7,73,A,7,1018,A,7,90,A,7,3.1,A,7
01/01/1988,05:00,2.2,A,7,-2.2,A,7,73,A,7,1018,A,7,0,A,7,0.0,A,7
01/01/1988,06:00,1.7,A,7,-2.2,A,7,76,A,7,1018,A,7,0,A,7,0.0,A,7
01/01/1988,07:00,2.2,A,7,-2.2,A,7,73,A,7,1018,A,7,0,A,7,0.0,A,7
01/01/1988,08:00,3.3,A,7,-2.8,A,7,65,A,7,1018,A,7,0,A,7,0.0,A,7
01/01/1988,09:00,3.3,A,7,-2.2,A,7,67,A,7,1018,A,7,0,A,7,0.0,A,7
01/01/1988,10:00,5.6,A,7,-0.6,A,7,65,A,7,1018,A,7,80,A,7,2.1,A,7
01/01/1988,11:00,6.7,A,7,-0.6,A,7,60,A,7,1018,A,7,80,A,7,2.6,A,7
01/01/1988,12:00,10.6,A,7,-2.2,A,7,41,A,7,1018,A,7,60,A,7,3.1,A,7
01/01/1988,13:00,10.6,A,7,2.2,A,7,57,A,7,1017,A,7,210,A,7,2.6,A,7
01/01/1988,14:00,8.3,A,7,2.8,A,7,68,A,7,1016,A,7,0,A,7,0.0,A,7
01/01/1988,15:00,8.3,A,7,2.8,A,7,68,A,7,1016,A,7,0,A,7,0.0,A,7
01/01/1988,16:00,7.8,A,7,3.3,A,7,74,A,7,1015,A,7,0,A,7,0.0,A,7
01/01/1988,17:00,6.7,A,7,3.9,A,7,83,A,7,1015,A,7,0,A,7,0.0,A,7
01/01/1988,18:00,3.9,A,7,2.8,A,7,93,A,7,1015,A,7,0,A,7,0.0,A,7
01/01/1988,19:00,4.4,A,7,1.7,A,7,82,A,7,1016,A,7,150,A,7,3.1,A,7
01/01/1988,20:00,3.3,A,7,1.7,A,7,89,A,7,1016,A,7,90,A,7,2.6,A,7
01/01/1988,21:00,3.3,A,7,1.1,A,7,86,A,7,1015,A,7,90,A,7,2.1,A,7
01/01/1988,22:00,3.9,A,7,1.1,A,7,82,A,7,1016,A,7,0,A,7,0.0,A,7
01/01/1988,23:00,4.4,A,7,1.1,A,7,79,A,7,1016,A,7,100,A,7,2.1,A,7
01/01/1988,24:00,5.0,A,7,0.6,A,7,73,A,7,1015,A,7,100,A,7,2.1,A,7
01/02/1988,01:00,4.4,A,7,0.0,A,7,73,A,7,1015,A,7,40,A,7,2.6,A,7
01/02/1988,02:00,5.6,A,7,-1.1,A,7,63,A,7,1015,A,7,40,A,7,2.6,A,7
01/02/1988,03:00,6.1,A,7,-1.1,A,7,60,A,7,1015,A,7,80,A,7,2.6,A,7
01/02/1988,04:00,8.3,A,7,-3.3,A,7,44,A,7,1013,A,7,80,A,7,4.1,A,7
01/02/1988,05:00,8.9,A,7,-2.8,A,7,44,A,7,1013,A,7,90,A,7,5.2,A,7
01/02/1988,06:00,8.3,A,7,-1.1,A,7,52,A,7,1013,A,7,90,A,7,4.6,A,7
01/02/1988,07:00,8.3,A,7,0.0,A,7,56,A,7,1013,A,7,90,A,7,4.1,A,7
01/02/1988,08:00,8.3,A,7,0.6,A,7,58,A,7,1013,A,7,70,A,7,2.6,A,7
01/02/1988,09:00,8.3,A,7,2.2,A,7,66,A,7,1013,A,7,120,A,7,2.6,A,7
01/02/1988,10:00,8.9,A,7,2.8,A,7,66,A,7,1013,A,7,0,A,7,0.0,A,7
01/02/1988,11:00,9.4,A,7,5.6,A,7,77,A,7,1013,A,7,90,A,7,2.6,A,7
01/02/1988,12:00,10.0,A,7,5.0,A,7,71,A,7,1012,A,7,110,A,7,2.6,A,7
01/02/1988,13:00,9.4,A,7,5.6,A,7,77,A,7,1011,A,7,140,A,7,2.6,A,7
01/02/1988,14:00,9.4,A,7,5.6,A,7,77,A,7,1011,A,7,140,A,7,3.1,A,7
01/02/1988,15:00,8.3,A,7,5.6,A,7,83,A,7,1009,A,7,90,A,7,3.1,A,7
01/02/1988,16:00,8.3,A,7,5.6,A,7,83,A,7,1009,A,7,110,A,7,4.6,A,7
01/02/1988,17:00,7.8,A,7,5.6,A,7,86,A,7,1009,A,7,120,A,7,4.1,A,7
01/02/1988,18:00,7.8,A,7,5.6,A,7,86,A,7,1008,A,7,110,A,7,5.2,A,7
01/02/1988,19:00,8.3,A,7,5.6,A,7,83,A,7,1008,A,7,120,A,7,5.2,A,7
01/02/1988,20:00,8.3,A,7,5.6,A,7,83,A,7,1008,A,7,120,A,7,5.2,A,7
01/02/1988,21:00,7.8,A,7,5.6,A,7,86,A,7,1006,A,7,130,A,7,4.1,A,7
01/02/1988,22:00,9.4,A,7,5.6,A,7,77,A,7,1004,A,7,150,A,7,3.6,A,7
01/02/1988,23:00,8.9,A,7,7.2,A,7,89,A,7,1004,A,7,120,A,7,2.1,A,7
01/02/1988,24:00,8.9,A,7,7.8,A,7,93,A,7,1005,A,7,220,A,7,2.1,A,7
01/03/1988,01:00,8.9,A,7,8.3,A,7,96,A,7,1004,A,7,110,A,7,3.6,A,7
01/03/1988,02:00,10.0,A,7,7.8,A,7,86,A,7,1004,A,7,140,A,7,4.1,A,7
01/03/1988,03:00,9.4,A,7,7.2,A,7,86,A,7,1004,A,7,140,A,7,7.7,A,7
01/03/1988,04:00,10.6,A,7,6.7,A,7,77,A,7,1004,A,7,150,A,7,9.3,A,7
01/03/1988,05:00,10.6,A,7,6.7,A,7,77,A,7,1005,A,7,150,A,7,6.2,A,7
01/03/1988,06:00,11.1,A,7,6.7,A,7,74,A,7,1005,A,7,170,A,7,5.2,A,7
01/03/1988,07:00,10.6,A,7,6.1,A,7,74,A,7,1005,A,7,140,A,7,6.7,A,7
01/03/1988,08:00,9.4,A,7,7.2,A,7,86,A,7,1005,A,7,0,A,7,0.0,A,7
01/03/1988,09:00,8.3,A,7,7.2,A,7,93,A,7,1006,A,7,40,A,7,2.1,A,7
01/03/1988,10:00,8.3,A,7,7.2,A,7,93,A,7,1006,A,7,40,A,7,3.6,A,7
01/03/1988,11:00,8.9,A,7,7.8,A,7,93,A,7,1006,A,7,30,A,7,2.6,A,7
01/03/1988,12:00,9.4,A,7,7.2,A,7,86,A,7,1006,A,7,360,A,7,2.6,A,7
01/03/1988,13:00,9.4,A,7,7.8,A,7,90,A,7,1006,A,7,40,A,7,2.1,A,7
01/03/1988,14:00,9.4,A,7,7.2,A,7,86,A,7,1006,A,7,50,A,7,2.6,A,7
01/03/1988,15:00,9.4,A,7,7.8,A,7,90,A,7,1005,A,7,10,A,7,2.1,A,7
01/03/1988,16:00,9.4,A,7,7.8,A,7,90,A,7,1005,A,7,80,A,7,2.1,A,7
01/03/1988,17:00,10.6,A,7,6.1,A,7,74,A,7,1005,A,7,100,A,7,4.1,A,7
01/03/1988,18:00,10.6,A,7,4.4,A,7,66,A,7,1005,A,7,120,A,7,5.2,A,7
01/03/1988,19:00,10.0,A,7,4.4,A,7,69,A,7,1005,A,7,120,A,7,7.2,A,7
01/03/1988,20:00,8.9,A,7,5.6,A,7,80,A,7,1005,A,7,130,A,7,6.2,A,7
01/03/1988,21:00,8.3,A,7,6.1,A,7,86,A,7,1005,A,7,100,A,7,4.6,A,7
01/03/1988,22:00,8.3,A,7,6.1,A,7,86,A,7,1005,A,7,110,A,7,5.7,A,7
01/03/1988,23:00,8.3,A,7,6.1,A,7,86,A,7,1005,A,7,90,A,7,3.6,A,7
01/03/1988,24:00,8.3,A,7,6.7,A,7,89,A,7,1005,A,7,80,A,7,2.1,A,7
01/04/1988,01:00,8.3,A,7,6.7,A,7,89,A,7,1005,A,7,0,A,7,0.0,A,7
01/04/1988,02:00,7.8,A,7,7.2,A,7,96,A,7,1005,A,7,0,A,7,0.0,A,7
01/04/1988,03:00,7.8,A,7,7.2,A,7,96,A,7,1005,A,7,0,A,7,0.0,A,7
01/04/1988,04:00,7.8,A,7,7.2,A,7,96,A,7,1005,A,7,0,A,7,0.0,A,7
01/04/1988,05:00,7.8,A,7,7.2,A,7,96,A,7,1005,A,7,0,A,7,0.0,A,7
01/04/1988,06:00,7.8,A,7,7.2,A,7,96,A,7,1005,A,7,0,A,7,0.0,A,7
01/04/1988,07:00,7.8,A,7,7.2,A,7,96,A,7,1006,A,7,0,A,7,0.0,A,7
01/04/1988,08:00,7.8,A,7,7.2,A,7,96,A,7,1006,A,7,260,A,7,2.6,A,7
01/04/1988,09:00,9.4,A,7,8.3,A,7,93,A,7,1006,A,7,0,A,7,0.0,A,7
01/04/1988,10:00,10.0,A,7,8.9,A,7,93,A,7,1007,A,7,310,A,7,2.1,A,7
01/04/1988,11:00,11.1,A,7,8.9,A,7,86,A,7,1008,A,7,190,A,7,2.1,A,7
01/04/1988,12:00,11.7,A,7,8.9,A,7,83,A,7,1008,A,7,190,A,7,2.1,A,7
01/04/1988,13:00,10.6,A,7,8.9,A,7,90,A,7,1007,A,7,200,A,7,2.6,A,7
01/04/1988,14:00,10.6,A,7,8.9,A,7,90,A,7,1007,A,7,180,A,7,2.1,A,7
01/04/1988,15:00,10.0,A,7,8.3,A,7,90,A,7,1007,A,7,0,A,7,0.0,A,7
01/04/1988,16:00,10.0,A,7,9.4,A,7,96,A,7,1007,A,7,0,A,7,0.0,A,7
01/04/1988,17:00,10.0,A,7,8.9,A,7,93,A,7,1007,A,7,0,A,7,0.0,A,7
01/04/1988,18:00,8.9,A,7,8.3,A,7,96,A,7,1007,A,7,0,A,7,0.0,A,7
01/04/1988,19:00,7.2,A,7,7.2,A,7,100,A,7,1006,A,7,0,A,7,0.0,A,7
01/04/1988,20:00,6.1,A,7,6.1,A,7,100,A,7,1006,A,7,0,A,7,0.0,A,7
01/04/1988,21:00,5.6,A,7,5.6,A,7,100,A,7,1006,A,7,0,A,7,0.0,A,7
01/04/1988,22:00,6.1,A,7,6.1,A,7,100,A,7,1006,A,7,0,A,7,0.0,A,7
01/04/1988,23:00,6.7,A,7,6.7,A,7,100,A,7,1007,A,7,110,A,7,2.6,A,7
01/04/1988,24:00,7.8,A,7,7.2,A,7,96,A,7,1007,A,7,0,A,7,0.0,A,7
01/05/1988,01:00,7.2,A,7,6.1,A,7,93,A,7,1007,A,7,40,A,7,2.1,A,7
01/05/1988,02:00,7.2,A,7,6.7,A,7,96,A,7,1007,A,7,90,A,7,2.6,A,7
01/05/1988,03:00,6.7,A,7,6.1,A,7,96,A,7,1007,A,7,80,A,7,2.6,A,7
01/05/1988,04:00,6.1,A,7,6.1,A,7,100,A,7,1006,A,7,10,A,7,2.1,A,7
01/05/1988,05:00,5.0,A,7,4.4,A,7,96,A,7,1006,A,7,50,A,7,3.1,A,7
01/05/1988,06:00,5.0,A,7,4.4,A,7,96,A,7,1006,A,7,70,A,7,2.6,A,7
01/05/1988,07:00,3.9,A,7,3.9,A,7,100,A,7,1006,A,7,220,A,7,4.1,A,7
01/05/1988,08:00,5.6,A,7,5.0,A,7,96,A,7,1007,A,7,70,A,7,2.6,A,7
01/05/1988,09:00,5.6,A,7,5.0,A,7,96,A,7,1007,A,7,140,A,7,2.1,A,7
01/05/1988,10:00,8.3,A,7,7.2,A,7,93,A,7,1008,A,7,160,A,7,2.6,A,7
01/05/1988,11:00,8.9,A,7,8.3,A,7,96,A,7,1009,A,7,150,A,7,2.1,A,7
01/05/1988,12:00,10.0,A,7,8.3,A,7,90,A,7,1009,A,7,210,A,7,2.1,A,7
01/05/1988,13:00,11.1,A,7,8.9,A,7,86,A,7,1008,A,7,230,A,7,3.1,A,7
