Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code)
01/01/1979,01:00,-1.1,A,7,-2.8,A,7,89,A,7,1016,A,7,80,A,7,2.1,A,7
01/01/1979,02:00,-1.7,A,7,-3.9,A,7,85,A,7,1017,A,7,0,A,7,0.0,A,7
01/01/1979,03:00,-2.2,A,7,-3.9,A,7,89,A,7,1017,A,7,90,A,7,2.1,A,7
01/01/1979,04:00,-1.1,A,7,-3.3,A,7,85,A,7,1017,A,7,50,A,7,2.6,A,7
01/01/1979,05:00,-1.1,A,7,-3.3,A,7,85,A,7,1017,A,7,50,A,7,2.1,A,7
01/01/1979,06:00,-1.7,A,7,-3.9,A,7,85,A,7,1017,A,7,40,A,7,1.5,A,7
01/01/1979,07:00,-1.7,A,7,-3.9,A,7,85,A,7,1017,A,7,30,A,7,1.5,A,7
01/01/1979,08:00,-2.2,A,7,-4.4,A,7,85,A,7,1018,A,7,50,A,7,1.5,A,7
01/01/1979,09:00,1.1,A,7,-2.2,A,7,79,A,7,1019,A,7,0,A,7,0.0,A,7
01/01/1979,10:00,5.0,A,7,0.6,A,7,73,A,7,1019,A,7,0,A,7,0.0,A,7
01/01/1979,11:00,6.7,A,7,0.6,A,7,65,A,7,1019,A,7,330,A,7,2.1,A,7
01/01/1979,12:00,8.9,A,7,0.6,A,7,56,A,7,1018,A,7,240,A,7,1.5,A,7
01/01/1979,13:00,10.6,A,7,1.1,A,7,52,A,7,1017,A,7,310,A,7,1.5,A,7
01/01/1979,14:00,11.1,A,7,1.1,A,7,50,A,7,1017,A,7,320,A,7,3.1,A,7
01/01/1979,15:00,11.7,A,7,0.6,A,7,47,A,7,1017,A,7,310,A,7,3.1,A,7
01/01/1979,16:00,11.7,A,7,0.0,A,7,45,A,7,1017,A,7,330,A,7,1.5,A,7
01/01/1979,17:00,10.0,A,7,-0.6,A,7,48,A,7,1017,A,7,70,A,7,1.5,A,7
01/01/1979,18:00,6.7,A,7,0.0,A,7,63,A,7,1018,A,7,110,A,7,1.5,A,7
01/01/1979,19:00,6.1,A,7,0.0,A,7,65,A,7,1018,A,7,0,A,7,0.0,A,7
01/01/1979,20:00,4.4,A,7,0.0,A,7,73,A,7,1018,A,7,50,A,7,1.5,A,7
01/01/1979,21:00,2.8,A,7,-1.1,A,7,76,A,7,1019,A,7,80,A,7,1.5,A,7
01/01/1979,22:00,2.8,A,7,-1.7,A,7,73,A,7,1019,A,7,50,A,7,2.1,A,7
01/01/1979,23:00,1.7,A,7,-2.2,A,7,76,A,7,1019,A,7,60,A,7,3.1,A,7
01/01/1979,24:00,1.1,A,7,-2.2,A,7,79,A,7,1019,A,7,70,A,7,2.1,A,7
01/02/1979,01:00,0.0,A,7,-2.8,A,7,82,A,7,1018,A,7,0,A,7,0.0,A,7
01/02/1979,02:00,-0.6,A,7,-3.3,A,7,82,A,7,1017,A,7,0,A,7,0.0,A,7
01/02/1979,03:00,0.6,A,7,-2.8,A,7,79,A,7,1017,A,7,320,A,7,1.5,A,7
01/02/1979,04:00,0.6,A,7,-2.8,A,7,79,A,7,1016,A,7,250,A,7,1.5,A,7
01/02/1979,05:00,1.1,A,7,-2.2,A,7,79,A,7,1016,A,7,0,A,7,0.0,A,7
01/02/1979,06:00,0.6,A,7,-2.2,A,7,82,A,7,1016,A,7,110,A,7,2.1,A,7
01/02/1979,07:00,0.6,A,7,-2.2,A,7,82,A,7,1017,A,7,0,A,7,0.0,A,7
01/02/1979,08:00,0.6,A,7,-2.2,A,7,82,A,7,1016,A,7,100,A,7,2.1,A,7
01/02/1979,09:00,3.9,A,7,-1.1,A,7,70,A,7,1017,A,7,200,A,7,1.5,A,7
01/02/1979,10:00,6.1,A,7,0.0,A,7,65,A,7,1016,A,7,90,A,7,2.1,A,7
01/02/1979,11:00,8.9,A,7,-2.8,A,7,44,A,7,1016,A,7,250,A,7,2.6,A,7
01/02/1979,12:00,10.0,A,7,-2.8,A,7,41,A,7,1015,A,7,290,A,7,3.1,A,7
01/02/1979,13:00,10.0,A,7,-2.8,A,7,41,A,7,1014,A,7,270,A,7,3.1,A,7
01/02/1979,14:00,10.6,A,7,-2.8,A,7,39,A,7,1013,A,7,40,A,7,2.1,A,7
01/02/1979,15:00,10.6,A,7,-2.2,A,7,41,A,7,1013,A,7,290,A,7,2.6,A,7
01/02/1979,16:00,10.6,A,7,-2.2,A,7,41,A,7,1013,A,7,360,A,7,2.6,A,7
01/02/1979,17:00,9.4,A,7,-1.7,A,7,46,A,7,1012,A,7,30,A,7,2.6,A,7
01/02/1979,18:00,7.2,A,7,-1.1,A,7,56,A,7,1011,A,7,30,A,7,2.1,A,7
01/02/1979,19:00,6.1,A,7,-1.1,A,7,60,A,7,1011,A,7,10,A,7,2.1,A,7
01/02/1979,20:00,5.6,A,7,-1.1,A,7,63,A,7,1011,A,7,80,A,7,2.1,A,7
01/02/1979,21:00,3.9,A,7,-0.6,A,7,73,A,7,1011,A,7,210,A,7,2.1,A,7
01/02/1979,22:00,3.9,A,7,0.0,A,7,76,A,7,1011,A,7,300,A,7,2.6,A,7
01/02/1979,23:00,4.4,A,7,0.6,A,7,76,A,7,1010,A,7,50,A,7,2.1,A,7
01/02/1979,24:00,2.8,A,7,-0.6,A,7,79,A,7,1009,A,7,140,A,7,2.1,A,7
01/03/1979,01:00,2.8,A,7,-0.6,A,7,79,A,7,1009,A,7,210,A,7,2.1,A,7
01/03/1979,02:00,3.9,A,7,0.0,A,7,76,A,7,1009,A,7,360,A,7,2.1,A,7
01/03/1979,03:00,4.4,A,7,0.6,A,7,76,A,7,1008,A,7,30,A,7,4.1,A,7
01/03/1979,04:00,3.9,A,7,0.6,A,7,79,A,7,1008,A,7,160,A,7,1.5,A,7
01/03/1979,05:00,3.3,A,7,0.6,A,7,82,A,7,1008,A,7,0,A,7,0.0,A,7
01/03/1979,06:00,1.7,A,7,-1.1,A,7,82,A,7,1008,A,7,0,A,7,0.0,A,7
01/03/1979,07:00,1.1,A,7,-1.1,A,7,85,A,7,1009,A,7,200,A,7,3.6,A,7
01/03/1979,08:00,1.7,A,7,-1.1,A,7,82,A,7,1009,A,7,40,A,7,2.1,A,7
01/03/1979,09:00,3.9,A,7,-0.6,A,7,73,A,7,1009,A,7,50,A,7,2.1,A,7
01/03/1979,10:00,6.7,A,7,1.1,A,7,68,A,7,1009,A,7,240,A,7,2.1,A,7
01/03/1979,11:00,10.0,A,7,1.1,A,7,54,A,7,1009,A,7,200,A,7,1.5,A,7
01/03/1979,12:00,11.1,A,7,1.1,A,7,50,A,7,1008,A,7,120,A,7,1.5,A,7
