Date (MM/DD/YYYY),Time (HH:MM),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code)
01/01/2004,01:00,1.0,A,7,0.0,A,7,93,A,7,910,A,7,40,A,7,2.6,A,7
01/01/2004,02:00,1.0,A,7,0.0,A,7,93,A,7,909,A,7,20,A,7,2.6,A,7
01/01/2004,03:00,4.0,A,7,-1.0,A,7,69,A,7,909,A,7,150,A,7,14.4,A,7
01/01/2004,04:00,4.0,A,7,-1.0,A,7,69,A,7,906,A,7,150,A,7,13.4,A,7
01/01/2004,05:00,4.0,A,7,-1.0,A,7,69,A,7,903,A,7,150,A,7,13.9,A,7
01/01/2004,06:00,3.0,A,7,1.0,A,7,87,A,7,902,A,7,150,A,7,14.9,A,7
01/01/2004,07:00,3.0,A,7,1.0,A,7,87,A,7,901,A,7,150,A,7,17.0,A,7
01/01/2004,08:00,3.0,A,7,1.0,A,7,87,A,7,903,A,7,150,A,7,13.4,A,7
01/01/2004,09:00,3.0,A,7,1.0,A,7,87,A,7,904,A,7,180,A,7,5.7,A,7
01/01/2004,10:00,4.0,A,7,0.0,A,7,75,A,7,907,A,7,200,A,7,11.8,A,7
01/01/2004,11:00,2.0,A,7,-1.0,A,7,80,A,7,908,A,7,210,A,7,9.8,A,7
01/01/2004,12:00,2.0,A,7,-1.0,A,7,80,A,7,909,A,7,220,A,7,10.8,A,7
01/01/2004,13:00,4.0,A,7,-1.0,A,7,69,A,7,910,A,7,220,A,7,7.2,A,7
01/01/2004,14:00,2.0,A,7,0.0,A,7,87,A,7,911,A,7,220,A,7,5.7,A,7
01/01/2004,15:00,2.0,A,7,0.0,A,7,87,A,7,912,A,7,200,A,7,3.6,A,7
01/01/2004,16:00,2.0,A,7,0.0,A,7,87,A,7,912,A,7,180,A,7,2.1,A,7
01/01/2004,17:00,1.0,A,7,0.0,A,7,93,A,7,913,A,7,230,A,7,1.5,A,7
01/01/2004,18:00,1.0,A,7,-1.0,A,7,86,A,7,914,A,7,180,A,7,3.1,A,7
01/01/2004,19:00,1.0,A,7,-3.0,A,7,72,A,7,916,A,7,210,A,7,7.2,A,7
01/01/2004,20:00,-1.0,A,7,-2.0,A,7,92,A,7,916,A,7,160,A,7,2.6,A,7
01/01/2004,21:00,0.0,A,7,-2.0,A,7,85,A,7,917,A,7,170,A,7,3.1,A,7
01/01/2004,22:00,-1.0,A,7,-2.0,A,7,92,A,7,918,A,7,170,A,7,2.1,A,7
01/01/2004,23:00,-2.0,A,7,-3.0,A,7,92,A,7,918,A,7,110,A,7,2.1,A,7
01/01/2004,24:00,-2.0,A,7,-4.0,A,7,85,A,7,918,A,7,120,A,7,2.6,A,7
01/02/2004,01:00,-2.0,A,7,-3.0,A,7,92,A,7,918,A,7,290,A,7,1.5,A,7
01/02/2004,02:00,-2.0,A,7,-4.0,A,7,85,A,7,918,A,7,0,A,7,0.0,A,7
01/02/2004,03:00,-2.0,A,7,-3.0,A,7,92,A,7,919,A,7,0,A,7,0.0,A,7
01/02/2004,04:00,-1.0,A,7,-3.0,A,7,85,A,7,919,A,7,0,A,7,0.0,A,7
01/02/2004,05:00,-1.0,A,7,-3.0,A,7,85,A,7,918,A,7,50,A,7,2.1,A,7
